Crime Description,City,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Severity Score
KIDNAPPING,Delhi,77,M,Blunt Object,Other Crime,16,Yes,9
ARSON,Chennai,27,F,Firearm,Fire Accident,15,No,9
VEHICLE - STOLEN,Pune,67,M,Knife,Violent Crime,14,Yes,5
FRAUD,Srinagar,17,M,Other,Other Crime,2,No,4
DRUG OFFENSE,Delhi,45,M,Poison,Other Crime,10,Yes,6
VANDALISM,Bhopal,28,F,Blunt Object,Other Crime,5,No,3
ASSAULT,Indore,21,F,Explosives,Violent Crime,19,No,8
SEXUAL ASSAULT,Nagpur,41,F,Blunt Object,Violent Crime,18,No,9
HOMICIDE,Delhi,53,M,Knife,Other Crime,12,Yes,10
KIDNAPPING,Nagpur,17,X,Explosives,Other Crime,6,Yes,9
ASSAULT,Delhi,42,X,Unknown,Violent Crime,6,No,8
BURGLARY,Nagpur,53,F,Firearm,Other Crime,14,No,6
ASSAULT,Delhi,12,M,Knife,Violent Crime,7,No,8
SEXUAL ASSAULT,Thane,38,F,Explosives,Violent Crime,13,No,9
SHOPLIFTING,Pune,36,M,Other,Other Crime,14,No,2
CYBERCRIME,Mumbai,16,X,Poison,Other Crime,2,Yes,5
COUNTERFEITING,Kolkata,68,X,Blunt Object,Other Crime,18,No,4
ROBBERY,Lucknow,67,M,Unknown,Violent Crime,2,No,8
ILLEGAL POSSESSION,Hyderabad,49,X,Explosives,Other Crime,10,Yes,5
ARSON,Pune,14,F,Firearm,Fire Accident,19,Yes,9
KIDNAPPING,Agra,70,F,Explosives,Other Crime,3,No,9
KIDNAPPING,Chennai,42,X,Firearm,Other Crime,10,No,9
IDENTITY THEFT,Kolkata,53,X,Poison,Violent Crime,15,Yes,4
ASSAULT,Mumbai,28,F,Knife,Violent Crime,11,Yes,8
ASSAULT,Jaipur,66,M,Explosives,Violent Crime,5,Yes,8
SHOPLIFTING,Surat,78,F,Explosives,Other Crime,18,Yes,2
EXTORTION,Ludhiana,51,F,Firearm,Other Crime,5,Yes,7
FRAUD,Bangalore,61,F,Poison,Other Crime,2,No,4
ASSAULT,Delhi,35,X,Knife,Violent Crime,9,Yes,8
SHOPLIFTING,Hyderabad,74,X,Firearm,Other Crime,14,Yes,2
KIDNAPPING,Agra,35,X,Firearm,Other Crime,12,No,9
DOMESTIC VIOLENCE,Delhi,55,M,Explosives,Violent Crime,13,Yes,8
FRAUD,Delhi,13,F,Other,Other Crime,13,No,4
SHOPLIFTING,Kolkata,54,F,Knife,Other Crime,3,Yes,2
VANDALISM,Mumbai,55,F,Firearm,Other Crime,14,Yes,3
ROBBERY,Ahmedabad,13,F,Poison,Violent Crime,17,Yes,8
ARSON,Thane,69,F,Other,Fire Accident,18,Yes,9
SEXUAL ASSAULT,Bangalore,60,M,Knife,Violent Crime,12,No,9
EXTORTION,Chennai,24,F,Firearm,Other Crime,19,No,7
VANDALISM,Mumbai,28,M,Other,Other Crime,8,Yes,3
CYBERCRIME,Kolkata,24,M,Blunt Object,Other Crime,19,No,5
FIREARM OFFENSE,Ahmedabad,75,M,Knife,Fire Accident,18,Yes,8
FRAUD,Pune,44,F,Poison,Other Crime,13,No,4
ILLEGAL POSSESSION,Lucknow,63,M,Poison,Other Crime,15,No,5
ASSAULT,Pune,16,F,Other,Violent Crime,12,No,8
DRUG OFFENSE,Kanpur,30,X,Other,Other Crime,11,No,6
ARSON,Bangalore,12,X,Other,Fire Accident,16,No,9
ARSON,Ludhiana,52,F,Poison,Fire Accident,12,Yes,9
TRAFFIC VIOLATION,Hyderabad,27,F,Blunt Object,Traffic Fatality,18,No,2
EXTORTION,Delhi,11,F,Firearm,Other Crime,15,No,7
SHOPLIFTING,Thane,17,F,Poison,Other Crime,6,No,2
ILLEGAL POSSESSION,Mumbai,40,F,Explosives,Other Crime,8,No,5
VANDALISM,Delhi,77,F,Blunt Object,Other Crime,4,Yes,3
TRAFFIC VIOLATION,Hyderabad,57,X,Unknown,Traffic Fatality,5,No,2
ILLEGAL POSSESSION,Delhi,77,M,Knife,Other Crime,9,No,5
BURGLARY,Pune,55,M,Unknown,Other Crime,8,No,6
ARSON,Chennai,24,F,Knife,Fire Accident,2,Yes,9
SHOPLIFTING,Mumbai,72,X,Other,Other Crime,5,No,2
TRAFFIC VIOLATION,Kolkata,66,F,Other,Traffic Fatality,10,No,2
DOMESTIC VIOLENCE,Kanpur,53,M,Unknown,Violent Crime,6,Yes,8
EXTORTION,Patna,72,M,Unknown,Other Crime,18,No,7
ILLEGAL POSSESSION,Ahmedabad,63,F,Unknown,Other Crime,16,No,5
VEHICLE - STOLEN,Surat,31,M,Explosives,Violent Crime,15,Yes,5
VANDALISM,Delhi,26,F,Blunt Object,Other Crime,18,Yes,3
ASSAULT,Lucknow,25,M,Explosives,Violent Crime,19,Yes,8
IDENTITY THEFT,Mumbai,77,M,Firearm,Violent Crime,6,No,4
HOMICIDE,Delhi,69,M,Blunt Object,Other Crime,19,Yes,10
BURGLARY,Visakhapatnam,36,X,Other,Other Crime,15,No,6
FRAUD,Indore,45,M,Poison,Other Crime,19,No,4
SEXUAL ASSAULT,Mumbai,30,X,Poison,Violent Crime,7,Yes,9
CYBERCRIME,Mumbai,39,M,Other,Other Crime,6,Yes,5
FRAUD,Pune,59,X,Blunt Object,Other Crime,19,Yes,4
SHOPLIFTING,Jaipur,13,F,Unknown,Other Crime,17,No,2
ROBBERY,Delhi,60,X,Poison,Violent Crime,18,No,8
VEHICLE - STOLEN,Agra,50,M,Explosives,Violent Crime,17,Yes,5
FRAUD,Chennai,23,X,Knife,Other Crime,18,Yes,4
PUBLIC INTOXICATION,Ahmedabad,76,M,Explosives,Other Crime,10,No,1
FRAUD,Chennai,39,M,Blunt Object,Other Crime,10,Yes,4
VANDALISM,Nagpur,66,X,Blunt Object,Other Crime,19,No,3
HOMICIDE,Hyderabad,55,M,Poison,Other Crime,11,No,10
COUNTERFEITING,Thane,13,F,Blunt Object,Other Crime,5,No,4
SEXUAL ASSAULT,Bangalore,56,M,Unknown,Violent Crime,11,No,9
VEHICLE - STOLEN,Hyderabad,68,F,Explosives,Violent Crime,4,No,5
VANDALISM,Jaipur,22,F,Knife,Other Crime,6,No,3
FIREARM OFFENSE,Pune,51,X,Other,Fire Accident,5,No,8
ARSON,Bangalore,67,X,Firearm,Fire Accident,2,Yes,9
DOMESTIC VIOLENCE,Delhi,62,X,Firearm,Violent Crime,4,Yes,8
PUBLIC INTOXICATION,Hyderabad,68,X,Blunt Object,Other Crime,7,No,1
VANDALISM,Patna,48,X,Firearm,Other Crime,15,No,3
ASSAULT,Indore,53,F,Other,Violent Crime,17,Yes,8
VANDALISM,Bhopal,75,M,Poison,Other Crime,5,Yes,3
FIREARM OFFENSE,Delhi,28,M,Explosives,Fire Accident,14,No,8
ROBBERY,Mumbai,49,F,Knife,Violent Crime,10,Yes,8
DRUG OFFENSE,Chennai,29,M,Explosives,Other Crime,14,No,6
TRAFFIC VIOLATION,Bangalore,59,F,Explosives,Traffic Fatality,2,No,2
IDENTITY THEFT,Kolkata,78,M,Explosives,Violent Crime,12,Yes,4
FRAUD,Bangalore,77,X,Other,Other Crime,6,No,4
PUBLIC INTOXICATION,Lucknow,66,X,Firearm,Other Crime,7,Yes,1
FIREARM OFFENSE,Chennai,38,F,Explosives,Fire Accident,9,No,8
FIREARM OFFENSE,Delhi,79,X,Other,Fire Accident,14,No,8
ARSON,Kolkata,77,F,Other,Fire Accident,1,No,9
ARSON,Chennai,44,F,Explosives,Fire Accident,16,Yes,9
TRAFFIC VIOLATION,Agra,77,M,Other,Traffic Fatality,12,No,2
CYBERCRIME,Nagpur,67,M,Knife,Other Crime,2,Yes,5
COUNTERFEITING,Mumbai,25,M,Explosives,Other Crime,3,Yes,4
FIREARM OFFENSE,Pune,74,F,Firearm,Fire Accident,18,Yes,8
ROBBERY,Delhi,10,M,Explosives,Violent Crime,6,No,8
FIREARM OFFENSE,Pune,54,M,Explosives,Fire Accident,19,No,8
EXTORTION,Kalyan,13,X,Knife,Other Crime,3,No,7
DRUG OFFENSE,Delhi,35,X,Unknown,Other Crime,19,Yes,6
ROBBERY,Ghaziabad,66,M,Firearm,Violent Crime,6,No,8
ILLEGAL POSSESSION,Mumbai,14,F,Blunt Object,Other Crime,17,Yes,5
TRAFFIC VIOLATION,Delhi,70,M,Other,Traffic Fatality,12,No,2
ARSON,Bangalore,37,M,Other,Fire Accident,5,No,9
TRAFFIC VIOLATION,Surat,56,M,Firearm,Traffic Fatality,7,No,2
SEXUAL ASSAULT,Chennai,65,F,Unknown,Violent Crime,3,No,9
VANDALISM,Hyderabad,35,X,Blunt Object,Other Crime,17,Yes,3
IDENTITY THEFT,Mumbai,50,F,Unknown,Violent Crime,11,No,4
BURGLARY,Delhi,64,M,Unknown,Other Crime,14,Yes,6
DRUG OFFENSE,Vasai,59,F,Unknown,Other Crime,2,Yes,6
CYBERCRIME,Jaipur,18,F,Other,Other Crime,14,Yes,5
DOMESTIC VIOLENCE,Delhi,34,X,Poison,Violent Crime,16,No,8
CYBERCRIME,Nagpur,52,F,Explosives,Other Crime,16,No,5
CYBERCRIME,Kanpur,71,X,Firearm,Other Crime,17,Yes,5
SEXUAL ASSAULT,Delhi,46,F,Explosives,Violent Crime,4,Yes,9
KIDNAPPING,Vasai,71,X,Unknown,Other Crime,11,Yes,9
ILLEGAL POSSESSION,Kolkata,65,M,Blunt Object,Other Crime,3,No,5
IDENTITY THEFT,Pune,48,X,Other,Violent Crime,11,Yes,4
DRUG OFFENSE,Delhi,24,F,Blunt Object,Other Crime,6,No,6
ARSON,Pune,53,X,Poison,Fire Accident,4,Yes,9
SEXUAL ASSAULT,Kolkata,18,F,Firearm,Violent Crime,3,Yes,9
HOMICIDE,Delhi,28,X,Blunt Object,Other Crime,1,Yes,10
SHOPLIFTING,Lucknow,12,M,Blunt Object,Other Crime,6,Yes,2
COUNTERFEITING,Pune,49,X,Unknown,Other Crime,1,Yes,4
ARSON,Chennai,22,F,Other,Fire Accident,18,No,9
FRAUD,Rajkot,37,M,Firearm,Other Crime,15,Yes,4
KIDNAPPING,Mumbai,21,X,Unknown,Other Crime,3,Yes,9
ARSON,Nashik,44,M,Explosives,Fire Accident,6,Yes,9
HOMICIDE,Bangalore,10,F,Poison,Other Crime,8,No,10
VANDALISM,Ludhiana,44,X,Explosives,Other Crime,13,No,3
ARSON,Pune,49,M,Firearm,Fire Accident,1,No,9
SEXUAL ASSAULT,Bangalore,70,F,Firearm,Violent Crime,6,Yes,9
FRAUD,Mumbai,63,M,Poison,Other Crime,18,No,4
VEHICLE - STOLEN,Ahmedabad,24,M,Poison,Violent Crime,8,Yes,5
PUBLIC INTOXICATION,Ahmedabad,55,M,Blunt Object,Other Crime,15,Yes,1
ASSAULT,Bangalore,18,X,Firearm,Violent Crime,12,Yes,8
PUBLIC INTOXICATION,Delhi,16,M,Firearm,Other Crime,19,No,1
FIREARM OFFENSE,Delhi,46,X,Knife,Fire Accident,10,Yes,8
PUBLIC INTOXICATION,Kolkata,18,F,Unknown,Other Crime,17,Yes,1
SHOPLIFTING,Kolkata,72,F,Firearm,Other Crime,3,Yes,2
DRUG OFFENSE,Varanasi,73,X,Knife,Other Crime,9,No,6
TRAFFIC VIOLATION,Delhi,48,F,Knife,Traffic Fatality,14,No,2
DRUG OFFENSE,Delhi,52,M,Blunt Object,Other Crime,11,Yes,6
DOMESTIC VIOLENCE,Delhi,44,F,Explosives,Violent Crime,11,Yes,8
PUBLIC INTOXICATION,Chennai,35,X,Unknown,Other Crime,10,No,1
ROBBERY,Agra,74,F,Explosives,Violent Crime,5,No,8
HOMICIDE,Hyderabad,75,M,Firearm,Other Crime,14,Yes,10
ARSON,Ludhiana,64,M,Poison,Fire Accident,2,No,9
ASSAULT,Hyderabad,36,M,Unknown,Violent Crime,19,No,8
VANDALISM,Bhopal,36,F,Unknown,Other Crime,9,Yes,3
TRAFFIC VIOLATION,Patna,59,M,Explosives,Traffic Fatality,17,No,2
DOMESTIC VIOLENCE,Rajkot,69,X,Other,Violent Crime,4,Yes,8
ASSAULT,Kalyan,42,M,Firearm,Violent Crime,7,No,8
CYBERCRIME,Chennai,53,M,Poison,Other Crime,5,Yes,5
FIREARM OFFENSE,Mumbai,71,M,Explosives,Fire Accident,13,Yes,8
HOMICIDE,Kanpur,74,M,Knife,Other Crime,1,Yes,10
EXTORTION,Bangalore,44,X,Unknown,Other Crime,10,No,7
ROBBERY,Delhi,40,X,Knife,Violent Crime,11,Yes,8
ARSON,Bhopal,49,M,Knife,Fire Accident,17,Yes,9
VANDALISM,Ahmedabad,52,F,Other,Other Crime,14,Yes,3
FIREARM OFFENSE,Indore,77,F,Other,Fire Accident,4,Yes,8
ARSON,Thane,50,M,Poison,Fire Accident,3,Yes,9
HOMICIDE,Bangalore,43,F,Blunt Object,Other Crime,18,Yes,10
ROBBERY,Mumbai,78,X,Knife,Violent Crime,19,No,8
VANDALISM,Delhi,61,M,Poison,Other Crime,3,Yes,3
PUBLIC INTOXICATION,Kolkata,12,X,Knife,Other Crime,2,Yes,1
FIREARM OFFENSE,Bangalore,39,X,Poison,Fire Accident,15,No,8
BURGLARY,Vasai,55,X,Firearm,Other Crime,3,No,6
ARSON,Nashik,62,X,Other,Fire Accident,18,No,9
KIDNAPPING,Mumbai,28,F,Firearm,Other Crime,9,Yes,9
ILLEGAL POSSESSION,Chennai,72,F,Knife,Other Crime,11,No,5
VEHICLE - STOLEN,Thane,10,M,Other,Violent Crime,1,Yes,5
DOMESTIC VIOLENCE,Chennai,50,X,Unknown,Violent Crime,9,Yes,8
CYBERCRIME,Pune,13,M,Knife,Other Crime,18,Yes,5
ASSAULT,Jaipur,39,X,Knife,Violent Crime,12,Yes,8
ROBBERY,Thane,53,F,Unknown,Violent Crime,15,No,8
SEXUAL ASSAULT,Hyderabad,18,F,Firearm,Violent Crime,18,No,9
ASSAULT,Mumbai,72,M,Firearm,Violent Crime,18,Yes,8
ROBBERY,Delhi,38,M,Unknown,Violent Crime,12,No,8
ILLEGAL POSSESSION,Faridabad,20,F,Firearm,Other Crime,17,Yes,5
KIDNAPPING,Visakhapatnam,77,M,Blunt Object,Other Crime,15,Yes,9
ROBBERY,Kanpur,70,M,Poison,Violent Crime,18,Yes,8
SHOPLIFTING,Nashik,33,X,Knife,Other Crime,10,Yes,2
BURGLARY,Hyderabad,22,M,Other,Other Crime,6,No,6
COUNTERFEITING,Thane,77,F,Explosives,Other Crime,3,Yes,4
VEHICLE - STOLEN,Srinagar,63,F,Explosives,Violent Crime,18,Yes,5
BURGLARY,Mumbai,72,F,Firearm,Other Crime,7,No,6
DOMESTIC VIOLENCE,Kolkata,43,F,Firearm,Violent Crime,17,Yes,8
VANDALISM,Nashik,53,M,Blunt Object,Other Crime,16,Yes,3
HOMICIDE,Rajkot,73,F,Unknown,Other Crime,15,No,10
BURGLARY,Srinagar,30,M,Knife,Other Crime,11,No,6
TRAFFIC VIOLATION,Surat,35,X,Unknown,Traffic Fatality,10,Yes,2
SEXUAL ASSAULT,Mumbai,39,X,Knife,Violent Crime,10,Yes,9
COUNTERFEITING,Chennai,61,M,Poison,Other Crime,5,No,4
VEHICLE - STOLEN,Hyderabad,24,X,Other,Violent Crime,17,Yes,5
KIDNAPPING,Lucknow,76,X,Blunt Object,Other Crime,14,No,9
SEXUAL ASSAULT,Kalyan,63,M,Unknown,Violent Crime,4,No,9
EXTORTION,Surat,34,F,Unknown,Other Crime,17,No,7
DRUG OFFENSE,Srinagar,63,X,Other,Other Crime,11,Yes,6
VANDALISM,Kolkata,52,F,Blunt Object,Other Crime,4,Yes,3
SHOPLIFTING,Nashik,73,F,Firearm,Other Crime,6,Yes,2
IDENTITY THEFT,Delhi,58,F,Knife,Violent Crime,6,Yes,4
SHOPLIFTING,Pune,28,X,Blunt Object,Other Crime,3,Yes,2
COUNTERFEITING,Nagpur,19,F,Poison,Other Crime,10,No,4
SHOPLIFTING,Patna,40,X,Knife,Other Crime,14,No,2
FIREARM OFFENSE,Visakhapatnam,54,F,Unknown,Fire Accident,5,No,8
KIDNAPPING,Kanpur,72,F,Unknown,Other Crime,15,No,9
IDENTITY THEFT,Delhi,25,F,Other,Violent Crime,9,No,4
ASSAULT,Nashik,77,F,Firearm,Violent Crime,3,Yes,8
KIDNAPPING,Visakhapatnam,37,F,Knife,Other Crime,8,No,9
ASSAULT,Delhi,38,F,Knife,Violent Crime,4,No,8
ARSON,Pune,21,F,Blunt Object,Fire Accident,10,No,9
TRAFFIC VIOLATION,Ahmedabad,59,M,Firearm,Traffic Fatality,1,No,2
DOMESTIC VIOLENCE,Lucknow,13,X,Explosives,Violent Crime,6,Yes,8
FIREARM OFFENSE,Jaipur,42,M,Blunt Object,Fire Accident,7,Yes,8
VEHICLE - STOLEN,Chennai,27,F,Unknown,Violent Crime,17,Yes,5
TRAFFIC VIOLATION,Visakhapatnam,77,F,Explosives,Traffic Fatality,2,No,2
PUBLIC INTOXICATION,Varanasi,70,F,Explosives,Other Crime,17,Yes,1
CYBERCRIME,Jaipur,47,F,Poison,Other Crime,2,Yes,5
ROBBERY,Delhi,39,X,Poison,Violent Crime,14,No,8
EXTORTION,Patna,27,X,Blunt Object,Other Crime,12,Yes,7
TRAFFIC VIOLATION,Indore,60,F,Firearm,Traffic Fatality,3,Yes,2
DOMESTIC VIOLENCE,Mumbai,72,X,Unknown,Violent Crime,13,No,8
TRAFFIC VIOLATION,Bangalore,72,X,Other,Traffic Fatality,10,Yes,2
COUNTERFEITING,Kalyan,21,M,Knife,Other Crime,15,No,4
VANDALISM,Mumbai,26,F,Knife,Other Crime,10,Yes,3
ARSON,Bangalore,33,X,Knife,Fire Accident,15,Yes,9
PUBLIC INTOXICATION,Hyderabad,13,M,Firearm,Other Crime,12,No,1
DOMESTIC VIOLENCE,Chennai,42,F,Poison,Violent Crime,19,No,8
TRAFFIC VIOLATION,Nagpur,57,M,Firearm,Traffic Fatality,2,Yes,2
DRUG OFFENSE,Chennai,12,X,Blunt Object,Other Crime,15,No,6
SHOPLIFTING,Surat,14,F,Knife,Other Crime,19,No,2
FIREARM OFFENSE,Kolkata,50,F,Firearm,Fire Accident,14,Yes,8
ASSAULT,Kanpur,14,X,Poison,Violent Crime,8,No,8
HOMICIDE,Agra,13,F,Knife,Other Crime,10,Yes,10
PUBLIC INTOXICATION,Kolkata,76,M,Poison,Other Crime,9,Yes,1
ASSAULT,Chennai,26,X,Firearm,Violent Crime,8,Yes,8
CYBERCRIME,Thane,44,F,Knife,Other Crime,2,Yes,5
KIDNAPPING,Pune,22,X,Other,Other Crime,12,Yes,9
ROBBERY,Delhi,49,X,Unknown,Violent Crime,5,Yes,8
DRUG OFFENSE,Ahmedabad,27,X,Firearm,Other Crime,14,No,6
HOMICIDE,Bangalore,41,F,Other,Other Crime,8,No,10
COUNTERFEITING,Delhi,59,X,Knife,Other Crime,18,Yes,4
BURGLARY,Delhi,12,F,Poison,Other Crime,4,No,6
ASSAULT,Delhi,34,M,Poison,Violent Crime,4,No,8
ARSON,Nagpur,61,X,Firearm,Fire Accident,4,Yes,9
ARSON,Hyderabad,17,M,Firearm,Fire Accident,14,Yes,9
SEXUAL ASSAULT,Chennai,11,M,Blunt Object,Violent Crime,6,Yes,9
HOMICIDE,Agra,64,X,Knife,Other Crime,12,No,10
SHOPLIFTING,Mumbai,42,X,Firearm,Other Crime,13,Yes,2
FRAUD,Mumbai,64,F,Firearm,Other Crime,9,No,4
SEXUAL ASSAULT,Nagpur,66,F,Firearm,Violent Crime,7,No,9
ROBBERY,Surat,43,M,Explosives,Violent Crime,14,No,8
ROBBERY,Indore,18,X,Other,Violent Crime,13,No,8
COUNTERFEITING,Mumbai,63,F,Explosives,Other Crime,2,Yes,4
DOMESTIC VIOLENCE,Pune,30,X,Firearm,Violent Crime,19,No,8
SEXUAL ASSAULT,Jaipur,27,F,Firearm,Violent Crime,11,No,9
FIREARM OFFENSE,Delhi,43,M,Poison,Fire Accident,5,No,8
FRAUD,Kanpur,12,F,Blunt Object,Other Crime,4,No,4
HOMICIDE,Pune,32,F,Knife,Other Crime,10,No,10
FIREARM OFFENSE,Bangalore,22,X,Blunt Object,Fire Accident,19,No,8
FRAUD,Chennai,53,M,Firearm,Other Crime,10,Yes,4
SEXUAL ASSAULT,Hyderabad,54,M,Knife,Violent Crime,13,Yes,9
VEHICLE - STOLEN,Delhi,71,F,Explosives,Violent Crime,1,Yes,5
DOMESTIC VIOLENCE,Indore,55,M,Explosives,Violent Crime,19,Yes,8
PUBLIC INTOXICATION,Delhi,31,X,Blunt Object,Other Crime,9,No,1
ROBBERY,Bangalore,46,M,Firearm,Violent Crime,3,No,8
VEHICLE - STOLEN,Ghaziabad,66,X,Explosives,Violent Crime,11,Yes,5
VANDALISM,Pune,60,X,Explosives,Other Crime,17,No,3
ILLEGAL POSSESSION,Mumbai,71,X,Poison,Other Crime,14,No,5
BURGLARY,Delhi,46,F,Poison,Other Crime,17,No,6
CYBERCRIME,Agra,32,F,Other,Other Crime,10,No,5
VEHICLE - STOLEN,Kolkata,49,X,Explosives,Violent Crime,2,No,5
HOMICIDE,Ahmedabad,67,M,Explosives,Other Crime,13,No,10
ARSON,Delhi,68,M,Unknown,Fire Accident,5,Yes,9
ARSON,Delhi,44,X,Blunt Object,Fire Accident,5,Yes,9
IDENTITY THEFT,Bangalore,14,F,Other,Violent Crime,13,Yes,4
PUBLIC INTOXICATION,Hyderabad,46,F,Firearm,Other Crime,17,Yes,1
FRAUD,Jaipur,39,X,Firearm,Other Crime,4,No,4
DOMESTIC VIOLENCE,Ghaziabad,29,F,Firearm,Violent Crime,9,No,8
ROBBERY,Kolkata,46,F,Knife,Violent Crime,10,No,8
HOMICIDE,Delhi,35,F,Explosives,Other Crime,11,No,10
VEHICLE - STOLEN,Mumbai,39,F,Explosives,Violent Crime,14,Yes,5
VEHICLE - STOLEN,Chennai,58,F,Firearm,Violent Crime,19,No,5
BURGLARY,Bangalore,56,F,Explosives,Other Crime,14,Yes,6
FRAUD,Delhi,42,F,Firearm,Other Crime,1,Yes,4
EXTORTION,Thane,45,M,Unknown,Other Crime,19,No,7
FRAUD,Mumbai,30,M,Knife,Other Crime,18,No,4
SEXUAL ASSAULT,Rajkot,58,X,Explosives,Violent Crime,2,Yes,9
FIREARM OFFENSE,Delhi,61,X,Unknown,Fire Accident,9,No,8
DRUG OFFENSE,Chennai,70,F,Poison,Other Crime,8,Yes,6
SHOPLIFTING,Agra,22,X,Other,Other Crime,8,No,2
HOMICIDE,Hyderabad,25,M,Explosives,Other Crime,10,Yes,10
TRAFFIC VIOLATION,Hyderabad,26,M,Poison,Traffic Fatality,2,No,2
HOMICIDE,Visakhapatnam,77,X,Knife,Other Crime,6,Yes,10
FIREARM OFFENSE,Delhi,29,X,Unknown,Fire Accident,2,Yes,8
ASSAULT,Kolkata,18,X,Unknown,Violent Crime,14,Yes,8
EXTORTION,Agra,67,X,Blunt Object,Other Crime,14,Yes,7
IDENTITY THEFT,Srinagar,23,F,Other,Violent Crime,11,No,4
SHOPLIFTING,Nagpur,34,M,Blunt Object,Other Crime,5,No,2
FRAUD,Bangalore,76,X,Blunt Object,Other Crime,16,Yes,4
DRUG OFFENSE,Delhi,73,F,Explosives,Other Crime,11,Yes,6
COUNTERFEITING,Delhi,64,X,Blunt Object,Other Crime,7,No,4
TRAFFIC VIOLATION,Nashik,13,F,Other,Traffic Fatality,6,Yes,2
CYBERCRIME,Srinagar,40,F,Explosives,Other Crime,9,No,5
DOMESTIC VIOLENCE,Ghaziabad,52,F,Unknown,Violent Crime,6,Yes,8
EXTORTION,Nagpur,39,X,Poison,Other Crime,1,Yes,7
DOMESTIC VIOLENCE,Delhi,76,M,Unknown,Violent Crime,7,No,8
KIDNAPPING,Hyderabad,60,M,Knife,Other Crime,7,No,9
VANDALISM,Rajkot,59,X,Firearm,Other Crime,13,No,3
COUNTERFEITING,Surat,27,M,Unknown,Other Crime,1,Yes,4
ILLEGAL POSSESSION,Kolkata,76,X,Explosives,Other Crime,3,No,5
SHOPLIFTING,Visakhapatnam,67,F,Knife,Other Crime,4,No,2
ROBBERY,Delhi,70,X,Explosives,Violent Crime,18,Yes,8
FRAUD,Meerut,46,X,Poison,Other Crime,17,Yes,4
SHOPLIFTING,Hyderabad,15,M,Blunt Object,Other Crime,9,No,2
COUNTERFEITING,Chennai,60,M,Blunt Object,Other Crime,15,Yes,4
HOMICIDE,Mumbai,20,M,Other,Other Crime,5,Yes,10
COUNTERFEITING,Delhi,33,M,Blunt Object,Other Crime,1,No,4
IDENTITY THEFT,Kanpur,23,M,Explosives,Violent Crime,16,No,4
TRAFFIC VIOLATION,Chennai,37,F,Unknown,Traffic Fatality,9,Yes,2
HOMICIDE,Bangalore,69,X,Unknown,Other Crime,3,No,10
VEHICLE - STOLEN,Mumbai,50,M,Unknown,Violent Crime,17,No,5
EXTORTION,Agra,56,F,Knife,Other Crime,10,No,7
FRAUD,Ludhiana,47,X,Other,Other Crime,12,Yes,4
CYBERCRIME,Visakhapatnam,27,F,Unknown,Other Crime,11,No,5
ILLEGAL POSSESSION,Kanpur,77,X,Unknown,Other Crime,18,Yes,5
FIREARM OFFENSE,Bangalore,31,X,Explosives,Fire Accident,6,Yes,8
EXTORTION,Pune,72,M,Knife,Other Crime,15,No,7
KIDNAPPING,Hyderabad,18,M,Blunt Object,Other Crime,4,Yes,9
DOMESTIC VIOLENCE,Jaipur,46,M,Unknown,Violent Crime,16,Yes,8
COUNTERFEITING,Jaipur,60,M,Knife,Other Crime,4,No,4
CYBERCRIME,Chennai,32,M,Explosives,Other Crime,19,Yes,5
SEXUAL ASSAULT,Bangalore,42,M,Knife,Violent Crime,8,Yes,9
ARSON,Delhi,76,F,Poison,Fire Accident,13,No,9
ARSON,Kolkata,74,M,Unknown,Fire Accident,16,No,9
IDENTITY THEFT,Hyderabad,54,M,Other,Violent Crime,4,No,4
FIREARM OFFENSE,Kanpur,47,M,Explosives,Fire Accident,2,Yes,8
COUNTERFEITING,Delhi,41,M,Unknown,Other Crime,5,No,4
KIDNAPPING,Jaipur,61,X,Other,Other Crime,6,Yes,9
IDENTITY THEFT,Lucknow,32,X,Firearm,Violent Crime,4,No,4
PUBLIC INTOXICATION,Srinagar,16,M,Blunt Object,Other Crime,14,No,1
SEXUAL ASSAULT,Delhi,26,F,Firearm,Violent Crime,16,Yes,9
IDENTITY THEFT,Vasai,11,M,Firearm,Violent Crime,2,Yes,4
FRAUD,Jaipur,36,F,Poison,Other Crime,16,Yes,4
FRAUD,Pune,74,M,Unknown,Other Crime,17,Yes,4
IDENTITY THEFT,Nagpur,60,X,Knife,Violent Crime,13,No,4
IDENTITY THEFT,Lucknow,59,M,Firearm,Violent Crime,12,No,4
TRAFFIC VIOLATION,Surat,21,M,Poison,Traffic Fatality,11,No,2
DRUG OFFENSE,Kanpur,55,X,Other,Other Crime,14,Yes,6
KIDNAPPING,Bangalore,77,F,Blunt Object,Other Crime,1,Yes,9
KIDNAPPING,Hyderabad,13,M,Explosives,Other Crime,9,No,9
PUBLIC INTOXICATION,Bangalore,10,M,Firearm,Other Crime,1,No,1
VANDALISM,Bangalore,26,M,Blunt Object,Other Crime,12,No,3
CYBERCRIME,Mumbai,36,X,Firearm,Other Crime,17,Yes,5
ILLEGAL POSSESSION,Jaipur,38,M,Poison,Other Crime,7,No,5
ROBBERY,Mumbai,24,F,Unknown,Violent Crime,18,Yes,8
DOMESTIC VIOLENCE,Kanpur,16,F,Explosives,Violent Crime,13,No,8
SHOPLIFTING,Ludhiana,58,F,Other,Other Crime,10,No,2
CYBERCRIME,Ghaziabad,34,M,Blunt Object,Other Crime,19,No,5
